GeneSetName	Spearman.rho.estimate	p.value	method	alternative	q.value	n
GO_POSITIVE_REGULATION_OF_NEURON_MIGRATION	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	-0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_REGULATION_OF_WATER_LOSS_VIA_SKIN	-0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_VITAMIN_TRANSMEMBRANE_TRANSPORT	0.42857142857142844	0.3535714285714286	Spearman's rank correlation rho	two.sided	0.6581377379692505	7
GO_NCRNA_METABOLIC_PROCESS	-0.0566290346918339	0.35373179834603347	Spearman's rank correlation rho	two.sided	0.6581377379692505	270
GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	0.2571428571428571	0.35378568571561436	Spearman's rank correlation rho	two.sided	0.6581377379692505	15
GO_REPRESSING_TRANSCRIPTION_FACTOR_BINDING	0.13079484333646374	0.35430484781009886	Spearman's rank correlation rho	two.sided	0.6581377379692505	52
GO_PEROXISOMAL_MEMBRANE_TRANSPORT	0.29370629370629375	0.35433253421137584	Spearman's rank correlation rho	two.sided	0.6581377379692505	12
GO_RENAL_WATER_HOMEOSTASIS	-0.29370629370629375	0.35433253421137584	Spearman's rank correlation rho	two.sided	0.6581377379692505	12
GO_SNARE_COMPLEX	-0.1778325123152709	0.3544861778590683	Spearman's rank correlation rho	two.sided	0.6581377379692505	29
GO_MITOCHONDRIAL_FUSION	-0.24705882352941175	0.3549964608116445	Spearman's rank correlation rho	two.sided	0.6581377379692505	16
GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	0.24705882352941175	0.3549964608116445	Spearman's rank correlation rho	two.sided	0.6581377379692505	16
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_ARP2_3_COMPLEX_BINDING	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_CATION_TRANSPORTING_ATPASE_COMPLEX	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_COPPER_ION_TRANSMEMBRANE_TRANSPORT	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_CXCR_CHEMOKINE_RECEPTOR_BINDING	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_CYCLOOXYGENASE_PATHWAY	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_CYTOPLASMIC_TRANSLATIONAL_ELONGATION	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_HISTONE_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_HISTONE_DEPHOSPHORYLATION	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_L_SERINE_METABOLIC_PROCESS	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_MAINTENANCE_OF_CELL_POLARITY	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_MEIOTIC_CHROMOSOME_CONDENSATION	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_NEGATIVE_REGULATION_OF_CELL_SIZE	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_PEPTIDYL_LYSINE_DEACETYLATION	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_POSITIVE_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_SPINDLE_POLE_CENTROSOME	0.4857142857142857	0.35555555555555557	Spearman's rank correlation rho	two.sided	0.6581377379692505	6
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	0.18437118437118435	0.3556415552452675	Spearman's rank correlation rho	two.sided	0.6581377379692505	27
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	0.17419354838709677	0.35570508522778277	Spearman's rank correlation rho	two.sided	0.6581377379692505	30
GO_TRANSLATIONAL_INITIATION	0.09136882534940786	0.3557167881623426	Spearman's rank correlation rho	two.sided	0.6581377379692505	104
GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	0.3090909090909091	0.3560399418341935	Spearman's rank correlation rho	two.sided	0.6585445796796343	11
GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	-0.160655508482778	0.35655929780043427	Spearman's rank correlation rho	two.sided	0.659313983236095	35
GO_CYCLIN_BINDING	0.2301341589267286	0.3567324656357901	Spearman's rank correlation rho	two.sided	0.6594429896552725	18
GO_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	0.15994397759103643	0.3572990709281655	Spearman's rank correlation rho	two.sided	0.6599406299901779	35
GO_PEPTIDYL_ARGININE_MODIFICATION	0.26593406593406593	0.3573121055258535	Spearman's rank correlation rho	two.sided	0.6599406299901779	14
GO_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	0.26593406593406593	0.3573121055258535	Spearman's rank correlation rho	two.sided	0.6599406299901779	14
GO_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	0.35	0.3585813492063492	Spearman's rank correlation rho	two.sided	0.6602688922255077	9
GO_EMBRYONIC_AXIS_SPECIFICATION	0.35	0.3585813492063492	Spearman's rank correlation rho	two.sided	0.6602688922255077	9
GO_LIPID_EXPORT_FROM_CELL	0.35	0.3585813492063492	Spearman's rank correlation rho	two.sided	0.6602688922255077	9
GO_REGULATION_OF_APPETITE	0.35	0.3585813492063492	Spearman's rank correlation rho	two.sided	0.6602688922255077	9
GO_REGULATION_OF_NEURON_DIFFERENTIATION	0.05976976093297463	0.35859300395716553	Spearman's rank correlation rho	two.sided	0.6602688922255077	238
GO_NUCLEAR_HORMONE_RECEPTOR_BINDING	0.10377402719174872	0.3589025723014366	Spearman's rank correlation rho	two.sided	0.6602688922255077	80
GO_PANCREAS_DEVELOPMENT	0.1907692307692308	0.3593566950915618	Spearman's rank correlation rho	two.sided	0.6602688922255077	25
GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	0.13783533765032374	0.3598052583700328	Spearman's rank correlation rho	two.sided	0.6602688922255077	46
GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_CELLULAR_HYPEROSMOTIC_RESPONSE	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_DEFENSE_RESPONSE_TO_FUNGUS	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_DEOXYRIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_HETEROCHROMATIN_ORGANIZATION	-0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT	-0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_MISMATCH_REPAIR_COMPLEX_BINDING	-0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_OVULATION	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	-0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_REGULATION_OF_PINOCYTOSIS	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_SPERM_MIDPIECE	0.380952380952381	0.35987103174603174	Spearman's rank correlation rho	two.sided	0.6602688922255077	8
GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	-0.06407014179429857	0.36023134462036976	Spearman's rank correlation rho	two.sided	0.6607398855097626	206
GO_NUCLEAR_IMPORT_SIGNAL_RECEPTOR_ACTIVITY	0.2535714285714285	0.3607214780704939	Spearman's rank correlation rho	two.sided	0.6612585315817838	15
GO_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION	0.2535714285714285	0.3607214780704939	Spearman's rank correlation rho	two.sided	0.6612585315817838	15
GO_COPI_COATED_VESICLE_MEMBRANE	0.24411764705882352	0.36091798059070396	Spearman's rank correlation rho	two.sided	0.6614286309103602	16
GO_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.22807017543859648	0.3611665566973711	Spearman's rank correlation rho	two.sided	0.6616940366401648	18
GO_SITE_OF_DNA_DAMAGE	0.15176715176715175	0.36168214444740954	Spearman's rank correlation rho	two.sided	0.6624483420481811	38
GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	0.16088617265087854	0.361908895452582	Spearman's rank correlation rho	two.sided	0.6626733397537681	34
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	0.06839913794907204	0.3625974757407692	Spearman's rank correlation rho	two.sided	0.6637435981609722	179
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	0.06432040160122181	0.362814879806842	Spearman's rank correlation rho	two.sided	0.6639509901846528	202
GO_ACTIN_FILAMENT_BASED_MOVEMENT	-0.13244897959183674	0.36316433218140726	Spearman's rank correlation rho	two.sided	0.6643998422202501	49
GO_INTEGRIN_BINDING	0.15546975546975547	0.3638324233083553	Spearman's rank correlation rho	two.sided	0.6654312110717494	36
GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	0.0971229145386449	0.36455548109963065	Spearman's rank correlation rho	two.sided	0.6664412105536144	89
GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	0.14494773519163767	0.36459364860148813	Spearman's rank correlation rho	two.sided	0.6664412105536144	41
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	0.1131614654002714	0.36475626666797967	Spearman's rank correlation rho	two.sided	0.6665474177927921	66
GO_MYOFIBRIL_ASSEMBLY	0.1807081807081807	0.36541695324912	Spearman's rank correlation rho	two.sided	0.6673846282934577	27
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0.2260061919504644	0.3656326279518478	Spearman's rank correlation rho	two.sided	0.6673846282934577	18
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.2260061919504644	0.36563262795184825	Spearman's rank correlation rho	two.sided	0.6673846282934577	18
GO_IMMUNOGLOBULIN_PRODUCTION	0.133195831524099	0.3656329991405548	Spearman's rank correlation rho	two.sided	0.6673846282934577	48
GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	0.2867132867132867	0.36640845611198763	Spearman's rank correlation rho	two.sided	0.6680352787532489	12
GO_FIBROBLAST_GROWTH_FACTOR_BINDING	0.2867132867132867	0.36640845611198763	Spearman's rank correlation rho	two.sided	0.6680352787532489	12
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	0.2867132867132867	0.36640845611198763	Spearman's rank correlation rho	two.sided	0.6680352787532489	12
GO_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN	0.2867132867132867	0.36640845611198763	Spearman's rank correlation rho	two.sided	0.6680352787532489	12
GO_ACTIN_NUCLEATION	0.19217391304347822	0.36663740771806375	Spearman's rank correlation rho	two.sided	0.668261661865303	24
GO_RESPONSE_TO_COCAINE	0.232843137254902	0.3670082928112303	Spearman's rank correlation rho	two.sided	0.6687465406394593	17
GO_CIS_REGULATORY_REGION_BINDING	0.05855718856580289	0.36716793262497627	Spearman's rank correlation rho	two.sided	0.6688148180900267	239
GO_NUCLEASE_ACTIVITY	0.08303368816195612	0.3672555039319171	Spearman's rank correlation rho	two.sided	0.6688148180900267	120
GO_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	-0.32121212121212117	0.36768399915849753	Spearman's rank correlation rho	two.sided	0.6688185826648629	10
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	0.32121212121212117	0.3676839991584979	Spearman's rank correlation rho	two.sided	0.6688185826648629	10
GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	0.32121212121212117	0.3676839991584979	Spearman's rank correlation rho	two.sided	0.6688185826648629	10
GO_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.24999999999999994	0.36773461894377274	Spearman's rank correlation rho	two.sided	0.6688185826648629	15
GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.12594742783422028	0.3677819251543717	Spearman's rank correlation rho	two.sided	0.6688185826648629	53
GO_SENSORY_PERCEPTION	0.08171570081644762	0.3684085565869038	Spearman's rank correlation rho	two.sided	0.6697671440292111	123
GO_REGULATION_OF_RECEPTOR_INTERNALIZATION	0.1794871794871795	0.3687106701017221	Spearman's rank correlation rho	two.sided	0.6699943223933366	27
GO_SKELETAL_SYSTEM_MORPHOGENESIS	0.1036857878963142	0.3687436274398388	Spearman's rank correlation rho	two.sided	0.6699943223933366	77
GO_RUFFLE_MEMBRANE	0.14044625675430322	0.3690292534320352	Spearman's rank correlation rho	two.sided	0.67032231984878	43
GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	0.12778280542986423	0.37043263153514666	Spearman's rank correlation rho	two.sided	0.6726798905971549	51
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	-0.3	0.3710677893950245	Spearman's rank correlation rho	two.sided	0.6728753270750875	11
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	0.3	0.3710677893950249	Spearman's rank correlation rho	two.sided	0.6728753270750875	11
GO_POSTSYNAPTIC_SIGNAL_TRANSDUCTION	0.3	0.3710677893950249	Spearman's rank correlation rho	two.sided	0.6728753270750875	11
GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION	0.3	0.3710677893950249	Spearman's rank correlation rho	two.sided	0.6728753270750875	11
GO_UDP_GALACTOSYLTRANSFERASE_ACTIVITY	0.3	0.3710677893950249	Spearman's rank correlation rho	two.sided	0.6728753270750875	11
GO_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	0.1627565982404692	0.3719315629287398	Spearman's rank correlation rho	two.sided	0.6742221665284308	32
GO_O_ACYLTRANSFERASE_ACTIVITY	-0.17826617826617824	0.3720219615910656	Spearman's rank correlation rho	two.sided	0.6742221665284308	27
GO_RESPONSE_TO_ATP	0.23039215686274514	0.37220200181095425	Spearman's rank correlation rho	two.sided	0.6743568236088322	17
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	-0.1714285714285714	0.372309138748784	Spearman's rank correlation rho	two.sided	0.6743593553064766	29
GO_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	0.15490196078431376	0.3728150259401844	Spearman's rank correlation rho	two.sided	0.6750138050541562	35
GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.09545454545454547	0.3728821403703899	Spearman's rank correlation rho	two.sided	0.6750138050541562	89
GO_MITOCHONDRIAL_GENE_EXPRESSION	-0.08334294391265905	0.37322596800460084	Spearman's rank correlation rho	two.sided	0.6751965261860281	116
GO_C4_DICARBOXYLATE_TRANSPORT	-0.2692307692307692	0.3733006893571438	Spearman's rank correlation rho	two.sided	0.6751965261860281	13
GO_NUCLEAR_OUTER_MEMBRANE	-0.2692307692307692	0.3733006893571438	Spearman's rank correlation rho	two.sided	0.6751965261860281	13
GO_CEREBRAL_CORTEX_CELL_MIGRATION	0.2571428571428571	0.3739732211236008	Spearman's rank correlation rho	two.sided	0.6756464744333157	14
GO_NUCLEOTIDE_TRANSPORT	0.2571428571428571	0.3739732211236008	Spearman's rank correlation rho	two.sided	0.6756464744333157	14
GO_GANGLIOSIDE_METABOLIC_PROCESS	-0.2571428571428571	0.37397322112360104	Spearman's rank correlation rho	two.sided	0.6756464744333157	14
GO_MALE_MEIOTIC_NUCLEAR_DIVISION	-0.2571428571428571	0.37397322112360104	Spearman's rank correlation rho	two.sided	0.6756464744333157	14
GO_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.19367588932806323	0.3741998761179017	Spearman's rank correlation rho	two.sided	0.6758645023467283	23
GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	0.24642857142857139	0.3748247581964395	Spearman's rank correlation rho	two.sided	0.6768014646224688	15
GO_FERTILIZATION	0.12758703481392555	0.3761218603142854	Spearman's rank correlation rho	two.sided	0.6789513455051597	50
GO_CELLULAR_LIPID_METABOLIC_PROCESS	0.03994414677170819	0.3765116001373827	Spearman's rank correlation rho	two.sided	0.679462560266149	492
GO_CARGO_RECEPTOR_ACTIVITY	0.19268774703557312	0.3766826824781185	Spearman's rank correlation rho	two.sided	0.6795790024804977	23
GO_MIDBODY	0.09202037351443124	0.3770694354674569	Spearman's rank correlation rho	two.sided	0.6800843635194126	94
GO_B_CELL_DIFFERENTIATION	0.125972850678733	0.3772926902908257	Spearman's rank correlation rho	two.sided	0.6802244371644779	51
GO_ENDOTHELIAL_CELL_MIGRATION	0.0980017631501616	0.3773604171067535	Spearman's rank correlation rho	two.sided	0.6802244371644779	83
GO_RESPIRATORY_SYSTEM_DEVELOPMENT	0.105344395137951	0.37765843313220826	Spearman's rank correlation rho	two.sided	0.6805692766613277	72
GO_TETRAPYRROLE_METABOLIC_PROCESS	-0.1532212885154062	0.3780752284181062	Spearman's rank correlation rho	two.sided	0.6811156797729518	35
GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	0.2075187969924812	0.37831452042212277	Spearman's rank correlation rho	two.sided	0.6811156797729518	20
GO_KINETOCHORE_ORGANIZATION	-0.27972027972027974	0.37870923364203934	Spearman's rank correlation rho	two.sided	0.6811156797729518	12
GO_MRNA_TRANSCRIPTION	0.27972027972027974	0.37870923364203934	Spearman's rank correlation rho	two.sided	0.6811156797729518	12
GO_NEGATIVE_REGULATION_OF_NECROTIC_CELL_DEATH	-0.27972027972027974	0.37870923364203934	Spearman's rank correlation rho	two.sided	0.6811156797729518	12
