ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
BP	GO:0071103	DNA conformation change	148	-0.3355687156433914	-1.5995683816395496	0.0012129807291232169	0.005209989711531573	0.002950296318128503	3409	tags=42%, list=32%, signal=29%
BP	GO:0019915	lipid storage	50	0.44754552205413156	1.815137625294904	0.0012132522337501765	0.005209989711531573	0.002950296318128503	2773	tags=46%, list=26%, signal=34%
BP	GO:0043303	mast cell degranulation	26	0.5543980414100331	1.923050971270846	0.0012151572264656285	0.005214714455296207	0.0029529718309230955	2161	tags=54%, list=20%, signal=43%
BP	GO:2001233	regulation of apoptotic signaling pathway	289	0.2691963572972046	1.4591881354504077	0.0012200994475735983	0.005232458252995975	0.002963019731959709	2279	tags=28%, list=21%, signal=23%
BP	GO:0010226	response to lithium ion	14	0.6807908597300376	1.9853353060880505	0.001228858204403039	0.00526653516172731	0.002982316694896264	680	tags=43%, list=6%, signal=40%
BP	GO:0048710	regulation of astrocyte differentiation	20	0.6054456146181644	1.9557386270160604	0.0012314416151140426	0.005274118748142099	0.002986611103967407	1272	tags=50%, list=12%, signal=44%
MF	GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	14	0.6805892225641581	1.9847472879342831	0.0012421671380247325	0.0053165409870543365	0.0030106338337997757	1554	tags=57%, list=14%, signal=49%
BP	GO:0050432	catecholamine secretion	15	0.664410914708431	1.9772231480447284	0.001247318043867353	0.00533506331634353	0.0030211225992159757	2300	tags=67%, list=21%, signal=52%
BP	GO:0045621	positive regulation of lymphocyte differentiation	62	0.4153700286065608	1.7636941712959975	0.0012538070353545513	0.005359280731594652	0.003034836359704185	2334	tags=40%, list=22%, signal=32%
BP	GO:0006631	fatty acid metabolic process	229	0.28380222399912236	1.4960362904426647	0.001263319784686367	0.005396382468535041	0.0030558462126889464	2223	tags=29%, list=21%, signal=24%
BP	GO:0001755	neural crest cell migration	21	0.5943861003840395	1.945922202100848	0.0012731144234002017	0.0054346386453447346	0.0030775097981922913	1756	tags=48%, list=16%, signal=40%
MF	GO:0017147	Wnt-protein binding	18	0.625784825565352	1.963856051624065	0.0012810984414790214	0.0054649175185329975	0.0030946560217033833	447	tags=28%, list=4%, signal=27%
BP	GO:0071774	response to fibroblast growth factor	85	0.3772820543714099	1.7043398967863788	0.0012822254476468303	0.0054649175185329975	0.0030946560217033833	1631	tags=29%, list=15%, signal=25%
BP	GO:0045927	positive regulation of growth	167	0.30884467164822116	1.5592171233792902	0.0012827375842112173	0.0054649175185329975	0.0030946560217033833	2016	tags=30%, list=19%, signal=25%
BP	GO:0006417	regulation of translation	241	-0.2962029530051313	-1.5066197187445778	0.0012846550612508059	0.005469490668137465	0.003097245690241586	3614	tags=46%, list=34%, signal=31%
MF	GO:0019956	chemokine binding	10	0.7456305254202167	1.9618707474678572	0.001290101383946919	0.005489072204843097	0.0031083342602474064	1813	tags=70%, list=17%, signal=58%
BP	GO:2001023	regulation of response to drug	38	0.48737827860069954	1.8574588301550516	0.0012926784067795836	0.0054934581320265725	0.0031108179090715777	2160	tags=50%, list=20%, signal=40%
BP	GO:0010831	positive regulation of myotube differentiation	22	0.5852344956899108	1.9406940827617376	0.001292827723972303	0.0054934581320265725	0.0031108179090715777	2010	tags=45%, list=19%, signal=37%
BP	GO:0006891	intra-Golgi vesicle-mediated transport	15	-0.6629912791868906	-1.9165157030962268	0.0013048922555189855	0.005541089001155325	0.0031377901653715824	2057	tags=53%, list=19%, signal=43%
BP	GO:0032755	positive regulation of interleukin-6 production	49	0.4484638689003786	1.8109290884077138	0.001306409731711998	0.0055438998438073	0.0031393818803626132	1829	tags=37%, list=17%, signal=31%
BP	GO:0032653	regulation of interleukin-10 production	28	0.5377949117473751	1.9011946476203054	0.0013088916468298373	0.005550797036294074	0.0031432876004745198	1787	tags=43%, list=17%, signal=36%
BP	GO:0042326	negative regulation of phosphorylation	322	0.26161473112908873	1.435420996138087	0.001313072920967875	0.005564887199392956	0.0031512665329895785	2211	tags=27%, list=21%, signal=22%
BP	GO:0036258	multivesicular body assembly	21	-0.5985129729446332	-1.9008812482571873	0.0013162361063966546	0.00557464703885642	0.0031567933036799026	1495	tags=33%, list=14%, signal=29%
BP	GO:0061037	negative regulation of cartilage development	17	0.6376232473336924	1.967979222645269	0.001317884427556495	0.005577982423622526	0.003158682054702425	1288	tags=53%, list=12%, signal=47%
BP	GO:0010954	positive regulation of protein processing	17	0.6375838728214804	1.9678576959878598	0.001322344273335028	0.005593205542565915	0.003167302553831186	2006	tags=65%, list=19%, signal=53%
BP	GO:0050927	positive regulation of positive chemotaxis	12	0.7090455859330007	1.9742750631454151	0.0013317226041691973	0.005627040071520182	0.003186462262722442	2609	tags=83%, list=24%, signal=63%
MF	GO:0003727	single-stranded RNA binding	46	-0.46923163777426413	-1.8057267199617832	0.001332080165079006	0.005627040071520182	0.003186462262722442	3458	tags=50%, list=32%, signal=34%
BP	GO:0007059	chromosome segregation	178	-0.3177631322254523	-1.554706553574579	0.0013368344880220619	0.005643444613930268	0.0031957517745550535	2526	tags=39%, list=24%, signal=30%
CC	GO:0030665	clathrin-coated vesicle membrane	77	0.3876171076497298	1.7188109683583603	0.001343210391284057	0.005663082515665665	0.003206872262769738	1234	tags=27%, list=11%, signal=24%
BP	GO:0030500	regulation of bone mineralization	42	0.47044740438061317	1.8358800468098588	0.0013432342324966246	0.005663082515665665	0.003206872262769738	2686	tags=52%, list=25%, signal=39%
CC	GO:0044441	ciliary part	231	-0.29834806993696966	-1.509729888790191	0.00134895140863523	0.005683488379685494	0.0032184276302117663	1975	tags=26%, list=18%, signal=21%
BP	GO:0033687	osteoblast proliferation	19	0.6137801962598995	1.9549247569195536	0.0013643815884533056	0.005743735068725277	0.0032525439326797135	328	tags=32%, list=3%, signal=31%
BP	GO:0010906	regulation of glucose metabolic process	80	0.3823462864192171	1.7078469710390967	0.001365027288675971	0.005743735068725277	0.0032525439326797135	1753	tags=30%, list=16%, signal=25%
BP	GO:1903319	positive regulation of protein maturation	18	0.6236440041030189	1.9571376637493652	0.0013659098365595142	0.005743735068725277	0.0032525439326797135	2006	tags=61%, list=19%, signal=50%
BP	GO:0032637	interleukin-8 production	43	0.466167312821264	1.828712925917175	0.0013816282523437106	0.005806064251094193	0.0032878395028125983	1833	tags=35%, list=17%, signal=29%
BP	GO:0014013	regulation of gliogenesis	71	0.39661325734575503	1.7310253417221986	0.0013876095186714757	0.005827420402457007	0.0032999329959332566	1608	tags=27%, list=15%, signal=23%
BP	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	54	0.4328789943210498	1.7851448136357697	0.0013935145831301126	0.005846893314122139	0.0033109600540984037	2534	tags=50%, list=24%, signal=38%
BP	GO:0110020	regulation of actomyosin structure organization	69	0.40002295298326784	1.7360733442063083	0.0013940509522096765	0.005846893314122139	0.0033109600540984037	2398	tags=35%, list=22%, signal=27%
BP	GO:0035025	positive regulation of Rho protein signal transduction	11	0.7267730478692134	1.970038733620762	0.0014039155358571487	0.005882356710468224	0.0033310421528090035	2585	tags=82%, list=24%, signal=62%
BP	GO:1901215	negative regulation of neuron death	131	0.3300903540378933	1.6060591342247115	0.0014049625549083565	0.005882356710468224	0.0033310421528090035	1990	tags=33%, list=19%, signal=27%
BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	42	0.46934915061416504	1.8315942070807387	0.0014052296586118534	0.005882356710468224	0.0033310421528090035	2585	tags=45%, list=24%, signal=34%
BP	GO:0002009	morphogenesis of an epithelium	370	0.25292880190659106	1.408786790367383	0.0014067942535268333	0.005885104430506056	0.0033325981229278927	2352	tags=30%, list=22%, signal=24%
CC	GO:0000922	spindle pole	117	-0.354938857959109	-1.6316713890244103	0.0014139840482278632	0.005911365569365518	0.0033474691966874914	2718	tags=39%, list=25%, signal=30%
BP	GO:0030510	regulation of BMP signaling pathway	49	0.44649183378529006	1.802965869961528	0.0014220212123944756	0.005941133111744811	0.003364325865422744	2581	tags=45%, list=24%, signal=34%
CC	GO:0045211	postsynaptic membrane	136	0.3258371217748428	1.5947634700902762	0.0014249250365524248	0.005949429276327135	0.00336902379098057	2669	tags=36%, list=25%, signal=27%
BP	GO:0042737	drug catabolic process	52	0.4378830798167227	1.7912765566212903	0.0014304791757472342	0.005965135018147214	0.0033779175882490556	2505	tags=44%, list=23%, signal=34%
MF	GO:0000993	RNA polymerase II complex binding	26	-0.5581654756840005	-1.875112357558333	0.001430527749722341	0.005965135018147214	0.0033779175882490556	2965	tags=62%, list=28%, signal=45%
BP	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	61	-0.4269095280470488	-1.7437215311564802	0.0014319558698825936	0.0059672501844625124	0.0033791153578681477	1884	tags=33%, list=18%, signal=27%
BP	GO:0050701	interleukin-1 secretion	27	0.5421320596812597	1.8988924268747036	0.0014355654570447666	0.005978447404659439	0.003385456083925082	2767	tags=52%, list=26%, signal=39%
BP	GO:0050769	positive regulation of neurogenesis	291	0.2670726426509902	1.449018936903634	0.0014473972550855046	0.006023849847754701	0.003411166434254855	2534	tags=30%, list=24%, signal=24%
BP	GO:1901990	regulation of mitotic cell cycle phase transition	296	-0.2815518721307599	-1.466449122044166	0.0014612106359669953	0.006077435764484038	0.0034415108958725394	2046	tags=39%, list=19%, signal=32%
BP	GO:0045862	positive regulation of proteolysis	229	0.28215049367127965	1.4873293519357802	0.0014751808665902921	0.006131604884865358	0.003472185612189837	2279	tags=34%, list=21%, signal=27%
BP	GO:0003254	regulation of membrane depolarization	31	0.5164824263238793	1.8737322586724097	0.001479595425962361	0.006146011769382116	0.0034803438966968902	1988	tags=45%, list=19%, signal=37%
MF	GO:0005540	hyaluronic acid binding	12	0.7064211943501039	1.9669676756362973	0.0014841087728054735	0.00616081028044809	0.00348872395023425	1452	tags=67%, list=14%, signal=58%
BP	GO:1904707	positive regulation of vascular smooth muscle cell proliferation	25	0.5556487321518494	1.9069476119353987	0.0014891378545150615	0.006177729383647631	0.003498304845905724	2100	tags=56%, list=20%, signal=45%
MF	GO:0016410	N-acyltransferase activity	55	-0.44106141521668546	-1.7635141662705653	0.0015002737341550038	0.006219944847936291	0.0035222104840652883	4397	tags=75%, list=41%, signal=44%
BP	GO:0051496	positive regulation of stress fiber assembly	39	0.47938478965919595	1.8382674543750435	0.0015099233353037947	0.006255948345759967	0.003542598429713978	2398	tags=41%, list=22%, signal=32%
BP	GO:0032691	negative regulation of interleukin-1 beta production	15	0.6594535666018313	1.962470555616914	0.0015141240425555569	0.006269344278440899	0.0035501842356473324	2767	tags=67%, list=26%, signal=50%
BP	GO:0048588	developmental cell growth	138	0.3237604127197833	1.588251201115206	0.0015251879205116696	0.006311122429703461	0.0035738422335845135	1693	tags=22%, list=16%, signal=19%
BP	GO:0010644	cell communication by electrical coupling	22	0.5811253698971476	1.9270678249623945	0.0015307439370644282	0.00633007065231493	0.003584572172509721	2364	tags=59%, list=22%, signal=46%
CC	GO:0005912	adherens junction	385	0.24994263377723241	1.397691914320911	0.0015333858633727686	0.00633695178230583	0.003588468796802814	3094	tags=39%, list=29%, signal=29%
MF	GO:0048020	CCR chemokine receptor binding	10	0.7404781796341029	1.9483141183680504	0.0015428469702397567	0.006371987487032264	0.0036083087036703175	1624	tags=60%, list=15%, signal=51%
MF	GO:0048037	cofactor binding	300	0.2644609880797783	1.4397928160510378	0.0015443217627019105	0.0063740159377760385	0.003609457368272786	2238	tags=28%, list=21%, signal=23%
BP	GO:0007586	digestion	39	0.4787148244045076	1.835698379698871	0.001548874316639401	0.006385404479804403	0.0036159064354447934	2352	tags=49%, list=22%, signal=38%
BP	GO:0000380	alternative mRNA splicing, via spliceosome	38	-0.49454557573153834	-1.82247984183019	0.001549051827508105	0.006385404479804403	0.0036159064354447934	2653	tags=50%, list=25%, signal=38%
BP	GO:0008643	carbohydrate transport	88	0.3690007489679519	1.6777668631639298	0.0015787977729636255	0.006503884023397517	0.003682998652625689	1589	tags=25%, list=15%, signal=21%
BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	30	0.5199894644746685	1.8709703427994155	0.0015866323954069259	0.006532006303835374	0.0036989236476884526	612	tags=33%, list=6%, signal=32%
BP	GO:2000482	regulation of interleukin-8 secretion	14	0.6726973758041932	1.961732933703664	0.0015970720346032273	0.006570810656653278	0.0037208976525492737	1608	tags=50%, list=15%, signal=43%
BP	GO:0006360	transcription by RNA polymerase I	53	-0.4446312564968398	-1.76392104228424	0.001617565353156714	0.006650903228715423	0.0037662522182101963	3869	tags=58%, list=36%, signal=38%
BP	GO:0032784	regulation of DNA-templated transcription, elongation	32	-0.5201705211243454	-1.840979603507349	0.0016371374909841393	0.006727109030803566	0.003809405796195781	3931	tags=69%, list=37%, signal=44%
BP	GO:0035924	cellular response to vascular endothelial growth factor stimulus	43	0.461972838571054	1.8122585562781635	0.0016505974795054644	0.006774251836931632	0.0038361016737400375	2524	tags=51%, list=23%, signal=39%
CC	GO:0000790	nuclear chromatin	205	-0.30488465690950795	-1.5198048320589201	0.0016507011806350383	0.006774251836931632	0.0038361016737400375	3073	tags=39%, list=29%, signal=28%
BP	GO:0071539	protein localization to centrosome	26	-0.5540649383232216	-1.861336929638138	0.0016551709265003468	0.006788295951722941	0.003844054530166695	3150	tags=58%, list=29%, signal=41%
BP	GO:0061564	axon development	282	0.2677449919488487	1.447409894209792	0.0016600104559100146	0.006803837921756416	0.0038528555872714212	1799	tags=22%, list=17%, signal=19%
BP	GO:0005996	monosaccharide metabolic process	187	0.29669833509628063	1.5220315812979999	0.001664140207007794	0.006816452933887804	0.003859999176012489	1805	tags=25%, list=17%, signal=21%
BP	GO:0010660	regulation of muscle cell apoptotic process	49	0.44293619827071296	1.7886079601550782	0.001674054240282277	0.0068488220790020125	0.0038783290720274554	1663	tags=27%, list=15%, signal=23%
BP	GO:0035809	regulation of urine volume	13	0.6854824284178271	1.9559524304449907	0.0016741565082004919	0.0068488220790020125	0.0038783290720274554	1990	tags=54%, list=19%, signal=44%
BP	GO:0015718	monocarboxylic acid transport	75	0.3860147728249943	1.7030341204747343	0.0016853401408783624	0.0068860529845143174	0.0038994120701781854	2511	tags=40%, list=23%, signal=31%
BP	GO:0030099	myeloid cell differentiation	271	0.2703401960496241	1.4544699793000098	0.0016853827212098315	0.0068860529845143174	0.0038994120701781854	2058	tags=28%, list=19%, signal=23%
BP	GO:0030217	T cell differentiation	156	0.31182458004614644	1.5586001802785208	0.0016898371588672575	0.006899902198777459	0.003907254558956827	2413	tags=35%, list=22%, signal=27%
BP	GO:0072330	monocarboxylic acid biosynthetic process	204	0.2895897510793979	1.503701451368225	0.0016936438089198574	0.0069110906056679315	0.003913590294242757	2227	tags=33%, list=21%, signal=27%
BP	GO:0032720	negative regulation of tumor necrosis factor production	39	0.4770140070919726	1.8291763598540334	0.0017000957735894017	0.0069330526197981905	0.003926026873394491	2812	tags=51%, list=26%, signal=38%
BP	GO:0032732	positive regulation of interleukin-1 production	25	0.5518842199153717	1.8940280690586397	0.001705412036108777	0.00695035848678294	0.003935826784425818	1795	tags=52%, list=17%, signal=43%
BP	GO:0050820	positive regulation of coagulation	19	0.6071301723375556	1.9337440533401364	0.00170883202225955	0.006951397837760671	0.0039364153447748055	1213	tags=42%, list=11%, signal=37%
BP	GO:0006692	prostanoid metabolic process	26	0.5443159458584719	1.888079015753897	0.0017088853017828318	0.006951397837760671	0.0039364153447748055	2374	tags=62%, list=22%, signal=48%
